milepost,loco_shear_kNs,car_shear_kNs,total_shear_kNs,total_vert_GNs
185.82500000000203,6359.324562546968,2469.584915349841,8828.90947789681,1.2691410260869571
185.87500000000205,6360.754955252984,2475.5270080690307,8836.281963322013,1.2747497869565225
185.92500000000206,5985.597830197199,2460.6063871576043,8446.204217354803,1.2709238869565225
185.97500000000207,6276.485452731575,2468.0127788988293,8744.498231630405,1.2920859569169971
186.02500000000208,6227.262889028996,2452.72343917954,8679.986328208535,1.2864771960474317
186.0750000000021,5845.653596495449,2458.1991831413934,8303.852779636843,1.2997325223320169
186.1250000000021,6190.43489411353,2440.270682114662,8630.705576228193,1.3038133660079059
186.17500000000211,6225.137634426492,2445.364381581112,8670.502016007604,1.3094221268774713
186.22500000000213,6239.088135198011,2431.0759928038888,8670.1641280019,1.315540775098815
186.27500000000214,6223.294706411919,2440.076796241476,8663.371502653396,1.3211495359683805
186.32500000000215,5883.260427705345,2427.5028098774274,8310.763237582772,1.3173236359683806
186.37500000000216,6228.4371950728955,2436.450782926332,8664.887977999228,1.3384857059288546
186.42500000000217,6216.145201557689,2371.4574459227883,8587.602647480477,1.3328769450592894
186.47500000000218,6771.178773256714,1973.9078237733208,8745.086597030035,1.3499581713438746
186.5250000000022,7021.85606250746,1167.2588679460134,8189.114930453473,1.346137505928855
186.5750000000022,7369.251174486082,1086.2971350576286,8455.54830954371,1.3537840713438745
186.62500000000222,8054.272722974445,1045.1922151920858,9099.464938166531,1.3558271104743094
186.67500000000223,9283.23542824584,1002.3966997398164,10285.632127985657,1.3614358713438746
186.72500000000224,7858.698746212118,949.8532506509937,8808.551996863112,1.3614358713438748
186.77500000000225,9046.359358496175,956.3448468330491,10002.704205329224,1.3746964322134398
186.82500000000226,8197.59102985179,959.4968171926361,9157.087847044426,1.3767342367588946
186.87500000000227,7727.673839421466,953.7331028856738,8681.40694230714,1.3843808021739141
186.92500000000229,7700.186733644598,928.888449411414,8629.075183056011,1.3920326021739142
186.9750000000023,7738.841224485209,936.6471386830659,8675.488363168275,1.399679167588934
187.0250000000023,7485.952079621506,934.6379969003814,8420.590076521887,1.407580676679843
187.07500000000232,8352.705266978886,933.7599658070477,9286.465232785935,1.414977533003954
187.12500000000233,7730.746602414018,913.2641487860557,8644.010751200074,1.419053142094863
187.17500000000234,9517.03533232899,921.1846491658688,10438.219981494858,1.4323137029644284
187.22500000000235,8107.246959799637,954.0606432714798,9061.307603071116,1.434351507509883
187.27500000000236,8466.678116181927,1002.8130445278773,9469.491160709804,1.4458239729249025
187.32500000000238,6745.599711801657,1037.9349810744866,7783.534692876143,1.451687677470357
187.3750000000024,9405.969646402636,1085.0866457967556,10491.056292199391,1.4572964383399225
187.4250000000024,8363.735962236628,1098.9833399856357,9462.719302222264,1.4728497474308317
187.4750000000024,8608.85248668032,1086.9517899088823,9695.804276589202,1.478458508300397
187.52500000000242,7742.612814874508,1079.8529672969191,8822.465782171428,1.4766704128458514
187.57500000000243,6893.4361806492325,1075.190718531039,7968.626899180272,1.4955397345849817
187.62500000000244,5404.758442962442,1070.9299831449894,6475.688426107432,1.4917138345849816
187.67500000000246,8161.721705399488,1114.258158041646,9275.979863441135,1.5108381000000015
