fric_brake.history.i,fric_brake.history.force_newtons,fric_brake.history.force_max_curr_newtons,history.time_seconds,history.i,history.offset_meters,history.offset_back_meters,history.total_dist_meters,history.link_idx_front,history.link_idx_back,history.offset_in_link_meters,history.speed_meters_per_second,history.speed_limit_meters_per_second,history.speed_target_meters_per_second,history.dt_seconds,history.length_meters,history.mass_static_kilograms,history.mass_rot_kilograms,history.mass_freight_kilograms,history.weight_static_newtons,history.res_rolling_newtons,history.res_bearing_newtons,history.res_davis_b_newtons,history.res_aero_newtons,history.res_grade_newtons,history.res_curve_newtons,history.grade_front,history.grade_back,history.elev_front_meters,history.elev_back_meters,history.pwr_res_watts,history.pwr_accel_watts,history.pwr_whl_out_watts,history.energy_whl_out_joules,history.energy_whl_out_pos_joules,history.energy_whl_out_neg_joules
710,0.0,12715254.816060832,710.0,710,9807.188614196868,7796.285315975007,7807.188614196864,2,2,6796.285315975007,10.909861476697838,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,145455.07035342683,679666.8335529505,11261.793211380374,0.0005000000000013055,0.005999989388137906,36.19568925798429,26.11144373656606,10937986.55383768,2025566.2616493092,12971356.24331095,9037461102.015404,9037461102.015404,0.0
711,0.0,12715254.816060832,711.0,711,9818.105114847904,7807.188614196868,7818.105114847901,2,2,6807.188614196868,10.923139825375324,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,145805.71986490104,675625.082708938,11358.646951421315,0.0004999614048630299,0.005999989388137906,36.20114130359795,26.17686341019293,10911994.379738929,2051477.766427349,12971356.24331095,9050432458.258715,9050432458.258715,0.0
712,0.0,12715254.816060832,712.0,712,9829.034967918471,7818.105114847904,7829.034967918468,2,2,6818.105114847904,10.936566315759569,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,146160.85496475807,671578.4038334638,11495.713548961432,0.0004996721311505124,0.005999989388137906,36.20659944623557,26.242362298254744,10886491.374165542,2076902.5990487004,12971356.243310949,9063403814.502026,9063403814.502026,0.0
713,0.0,12715254.816060832,713.0,713,9839.978319803085,7829.034967918471,7839.978319803083,2,2,6829.034967918471,10.950137453469761,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,146520.39140428335,667526.7767796295,11670.708961777722,0.0004996721311505124,0.005999989388137906,36.21206428691733,26.307941300692054,10861447.82434864,2101870.3435220406,12971356.24331095,9076375170.745337,9076375170.745337,0.0
714,0.0,12715254.816060832,714.0,714,9850.935315044993,7839.9783198030855,7850.935315044991,2,2,6839.9783198030855,10.963853030346156,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,146884.2500561045,663470.1553229376,11837.37511462533,0.0005002188183801915,0.005999989388137906,36.217536018173945,26.3736012958704,10836353.64551192,2126889.1347103612,12971356.24331095,9089346526.988647,9089346526.988647,0.0
715,0.0,12715254.816060832,715.0,715,9861.906095515356,7850.935315044993,7861.906095515353,2,2,6850.935315044993,10.97770791037819,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,147252.43975701247,659408.4700173711,12066.17111164517,0.0004999062792861745,0.005999989388137906,36.223014476889865,26.439343151047726,10811976.633419976,2151194.085823805,12971356.24331095,9102317883.231958,9102317883.231958,0.0
716,0.0,12715254.816060832,716.0,716,9872.890799715926,7861.906095515356,7872.890799715922,2,2,6861.906095515356,10.991700490760376,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,147624.83693283534,655341.6706964872,12307.537853692773,0.0005004926108413287,0.005999989388137906,36.22849976996893,26.505167717449496,10787768.242864799,2175331.6462518363,12971356.24331095,9115289239.47527,9115289239.47527,0.0
717,0.0,12715254.816060832,717.0,717,9883.889563119663,7872.890799715926,7883.88956311966,2,2,6872.890799715926,11.005826316715131,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,148001.4126062628,651269.7198048264,12602.480522270642,0.0005000820344520721,0.005999989388137906,36.23399217120823,26.571075826084744,10764174.83676366,2198857.128323492,12971356.24331095,9128260595.71858,9128260595.71858,0.0
718,0.0,12715254.816060832,718.0,718,9894.902519667676,7883.889563119663,7894.902519667673,2,2,6883.889563119663,11.020086779311534,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,148382.0608192817,647192.5642064937,12868.37022066938,0.0005000820344520721,0.005999989388137906,36.23949170506458,26.637068289789806,10740284.01718228,2222679.481850029,12971356.243310949,9141231951.961891,9141231951.961891,0.0
719,0.0,12715254.816060832,719.0,719,9905.92980086746,7894.902519667676,7905.929800867457,2,2,6894.902519667676,11.03447562025619,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,148766.83296385713,643110.116292823,13214.265536356106,0.0004999453253140202,0.005999989388137906,36.24499787532974,26.70314591220991,10717292.975756446,2245606.01103223,12971356.24331095,9154203308.205202,9154203308.205202,0.0
720,0.0,12715254.816060832,720.0,720,9916.971531320061,7905.92980086746,7916.971531320059,2,2,6905.92980086746,11.04898528494721,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,149155.57396218457,639022.3953157945,13659.542790288153,0.0005000820344520721,0.005999989388137906,36.25051175668971,26.769309482388625,10695409.536746316,2267429.633511164,12971356.24331095,9167174664.448513,9167174664.448513,0.0
721,0.0,12715254.816060832,721.0,721,9928.02783210066,7916.971531320061,7928.027832100658,2,2,6916.971531320061,11.06361627625126,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,149548.0928880505,634929.2885611305,14090.502755495005,0.0004999453253137716,0.005999989388137906,36.25603242440296,26.835559747930912,10673372.881211365,2289406.428678485,12971356.24331095,9180146020.691824,9180146020.691824,0.0
722,0.0,12715254.816060832,722.0,722,9939.098777160274,7928.027832100661,7939.098777160271,2,2,6928.027832100661,11.078273842974731,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,149944.41625746145,632203.6449694604,14492.472357254685,0.0031996500820105065,0.005999989388137906,36.28192962264633,26.90189743528657,10666172.372166464,2296602.727442776,12971356.24331095,9193117376.935135,9193117376.935135,0.0
723,0.0,12715254.816060832,723.0,723,9950.18437022597,7939.098777160274,7950.1843702259675,2,2,6939.098777160274,11.09291228841858,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,150341.9853914242,630114.372022073,14909.672282282894,0.003201400437635596,0.005999989388137906,36.31735654454058,26.968322988160907,10666156.190625917,2296641.412457526,12971356.243310949,9206088733.178446,9206088733.178446,0.0
724,0.0,12715254.816060832,724.0,724,9961.284593506953,7950.18437022597,7961.284593506951,2,2,6950.18437022597,11.107534273547827,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,150739.5612222212,628022.2762112463,15297.831674963974,0.0032005250205084167,0.006000115796587364,36.35282957539815,27.03483653294266,10665731.959746324,2297086.5211132625,12971356.24331095,9219060089.421757,9219060089.421757,0.0
725,0.0,12715254.816060832,725.0,725,9972.399430302143,7961.284593506953,7972.399430302142,2,2,6961.284593506953,11.12213931683342,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,151137.21410659858,625927.45953648,15701.273725804385,0.0032005250205084167,0.006000115796587364,36.38835131695462,27.10143915799653,10665393.957385788,2297445.614176627,12971356.243310949,9232031445.665068,9232031445.665068,0.0
726,0.0,12715254.816060832,726.0,726,9983.528862395699,7972.399430302143,7983.528862395698,2,2,6972.399430302143,11.13672487027739,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,151534.92915423843,623829.9625701007,16149.455438882267,0.0032005250205108045,0.0060004374772093215,36.42391742903518,27.168125921174376,10665469.476439085,2297392.599514306,12971356.24331095,9245002801.908379,9245002801.908379,0.0
727,0.0,12715254.816060832,727.0,727,9994.672871111687,7983.5288623956985,7994.672871111685,2,2,6983.5288623956985,11.1512925616977,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,151932.63502441233,621729.5287177218,16583.404088344447,0.0032005250205084167,0.0059985239852361205,36.45953265412708,27.234905372065207,10665299.1421961,2297584.4189567044,12971356.24331095,9257974158.15169,9257974158.15169,0.0
728,0.0,12715254.816060832,728.0,728,10005.831439385474,7994.672871111687,8005.8314393854735,2,2,6994.672871111687,11.165843985878789,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,152330.3741008037,619626.4360325196,17003.07059481849,0.0032005250205066962,0.006002625820565284,36.49519373193258,27.301770124884555,10664886.842476834,2298017.20917093,12971356.24331095,9270945514.395,9270945514.395,0.0
729,0.0,12715254.816060832,729.0,729,10017.004550711285,8005.831439385474,8017.004550711283,2,2,7005.831439385474,11.180378665740472,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,152728.18809830726,617520.4765293754,17437.96448644864,0.003199212792124544,0.005998523985233884,36.53089980351937,27.3687224065841,10664560.293478312,2298364.4594508526,12971356.243310949,9283916870.638311,9283916870.638311,0.0
730,0.0,12715254.816060832,730.0,730,10028.192189889332,8017.0045507112845,8028.1921898893315,2,2,7017.0045507112845,11.194899690356902,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,153126.06220894726,615412.0879884937,17836.843441996458,0.0031994001875054346,0.005999999999995226,36.56665517135191,27.43576002426493,10663752.797165537,2299190.8034007,12971356.24331095,9296888226.881622,9296888226.881622,0.0
731,0.0,12715254.816060832,731.0,731,10039.394342085458,8028.192189889332,8039.3943420854575,2,2,7028.192189889332,11.209404701894458,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,153524.0793695125,613300.9626645349,18277.2378960985,0.0032002333211777825,0.006000984413448181,36.6024559587039,27.50288366723133,10663329.07783778,2299634.6737677143,12971356.24331095,9309859583.124933,9309859583.124933,0.0
732,0.0,12715254.816060832,732.0,732,10050.61099163992,8039.3943420854575,8050.610991639921,2,2,7039.3943420854575,11.223894407031805,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,153922.17336929563,611186.7074869558,18716.135299774844,0.0031996500820097107,0.005999343903768242,36.63830188125345,27.570098883165674,10662802.493616987,2300180.937175375,12971356.24331095,9322830939.368244,9322830939.368244,0.0
733,0.0,12715254.816060832,733.0,733,10061.842126336027,8050.61099163992,8061.842126336028,2,2,7050.61099163992,11.238374985181135,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,154320.3619337448,609070.1342785911,19074.590322110656,0.0032001105163153975,0.005999343903768242,36.67419473283583,27.63739542085354,10661298.846363671,2301700.6399415247,12971356.24331095,9335802295.611555,9335802295.611555,0.0
734,0.0,12715254.816060832,734.0,734,10073.087738756116,8061.842126336027,8073.087738756118,2,2,7061.842126336027,11.252849854997809,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,154718.81357674272,606950.3780013635,19391.999337412544,0.003200110516341164,0.005999343903768242,36.71013425767206,27.704785859122442,10659254.345776288,2303759.180116931,12971356.24331095,9348773651.854866,9348773651.854866,0.0
735,0.0,12715254.816060832,735.0,735,10084.34782513385,8073.087738756116,8084.347825133851,2,2,7073.087738756116,11.267322900469683,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,155117.62157742714,604828.3638746974,19660.342009412943,0.0031999000156196235,0.006000984413448181,36.746120134140725,27.772256148831275,10656591.72786686,2306433.5644984934,12971356.24331095,9361745008.098177,9361745008.098177,0.0
736,0.0,12715254.816060832,736.0,736,10095.622384767506,8084.347825133849,8095.622384767507,2,2,7084.347825133849,11.28179636684317,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,155516.89254572446,602703.1775428175,19903.37376363987,0.003200087491452712,0.005999999999993435,36.782153376726754,27.83982087080024,10653570.416689424,2309465.3215219085,12971356.24331095,9374716364.341488,9374716364.341488,0.0
737,0.0,12715254.816060832,737.0,737,10106.911419406964,8095.622384767506,8106.911419406965,2,2,7095.622384767506,11.296272912071938,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,155916.68834707182,600575.6973091037,20114.029050831345,0.0031998091261529068,0.005999343903768242,36.8182322362492,27.907465244424035,10650122.361969752,2312922.2715387773,12971356.243310949,9387687720.584799,9387687720.584799,0.0
738,0.0,12715254.816060832,738.0,738,10118.214933662906,8106.911419406964,8118.214933662907,2,2,7106.911419406964,11.310755599812724,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,156317.08258741253,598445.0075341148,20287.08535442001,0.003199999999997842,0.005999343903768242,36.85435590209879,27.975202044474454,10646180.21670334,2316871.537115892,12971356.24331095,9400659076.82811,9400659076.82811,0.0
739,0.0,12715254.816060832,739.0,739,10129.532904514412,8118.214933662906,8129.532904514413,2,2,7118.214933662906,11.325186103197527,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,156718.16049240125,597189.2465132443,20419.049909938036,0.006100762500037028,0.005998875351447413,36.90354249970227,28.04302042139323,10651616.409273518,2311475.8108917843,12971356.24331095,9413630433.07142,9413630433.07142,0.0
740,0.0,12715254.816060832,740.0,740,10140.865233574901,8129.532904514412,8140.865233574902,2,2,7129.532904514412,11.339472017780965,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,157118.30433327152,597265.2799667007,20546.23134599683,0.006100348074173707,0.005999999999997016,36.972580336953584,28.11093014708364,10671966.727076633,2291218.602851647,12971356.24331095,9426601789.314732,9426601789.314732,0.0
741,0.0,12715254.816060832,741.0,741,10152.211778523302,8140.865233574901,8152.211778523302,2,2,7140.865233574901,11.353617879019902,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,157514.94141149597,597342.0004123107,20629.767870611442,0.006100166780582279,0.005999999999993435,37.041710215808976,28.17892172144652,10691673.04403006,2271602.470853344,12971356.24331095,9439573145.558043,9439573145.558043,0.0
742,0.0,12715254.816060832,742.0,742,10163.572400728377,8152.211778523302,8163.572400728378,2,2,7152.211778523302,11.367626531131275,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,157908.18270493046,597418.3648876019,20694.12273144661,0.006099999999993847,0.005996065573759556,37.11092540898869,28.247003891680382,10711003.949299289,2252359.8069023862,12971356.24331095,9452544501.801353,9452544501.801353,0.0
743,0.0,12715254.816060832,743.0,743,10174.946966061289,8163.572400728377,8174.946966061289,2,2,7163.572400728377,11.381504134690571,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,158298.0928653176,597495.0404230196,20690.897056028494,0.006099529139323205,0.006000984413448181,37.180223835929795,28.315164680463397,10729420.305967396,2234027.8727573263,12971356.243310949,9465515858.044664,9465515858.044664,0.0
744,0.0,12715254.816060832,744.0,744,10186.33534683054,8174.946966061289,8186.3353468305395,2,2,7174.946966061289,11.395257403811899,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,158684.82955077375,597571.3736189076,20611.97321597616,0.006100706427325631,0.005996065573777435,37.2496072222923,28.383415507973872,10746826.95682666,2216701.532052745,12971356.243310949,9478487214.287975,9478487214.287975,0.0
745,0.0,12715254.816060832,745.0,745,10197.737405588327,8186.3353468305395,8197.737405588327,2,2,7186.3353468305395,11.408860111761573,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,159068.56684143413,598137.6904336312,20435.56459558861,0.006099157458558472,0.004100672682523312,37.31907809270501,28.444483911882923,10768555.559908617,2195067.8525600554,12971356.24331095,9491458570.531286,9491458570.531286,0.0
746,0.0,12715254.816060832,746.0,746,10209.152961231412,8197.737405588327,8209.152961231412,2,2,7197.7374055883265,11.422251174406837,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,159448.55908593675,599674.6414921852,20181.04647836156,0.006095999999987329,0.004104039408861265,37.38862975246306,28.49123176385791,10800280.05977265,2163472.592906712,12971356.24331095,9504429926.774597,9504429926.774597,0.0
747,0.0,12715254.816060832,747.0,747,10220.581808812736,8209.152961231412,8220.581808812736,2,2,7209.152961231412,11.435443988243335,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,159823.081816767,601213.3179595476,19763.462056660297,0.006099703523688321,0.00409731147540886,37.45826309219036,28.53803569583877,10829948.74248757,2133925.1202398622,12971356.24331095,9517401283.017908,9517401283.017908,0.0
748,0.0,12715254.816060832,748.0,748,10232.023757961493,8220.581808812736,8232.023757961493,2,2,7220.581808812736,11.44845430926988,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,160192.48953010704,602753.7466636313,19147.330499300242,0.006100098426787008,0.0041107894736862995,37.52797839091168,28.584895588803395,10857166.261797734,2106819.4883305863,12971356.24331095,9530372639.261219,9530372639.261219,0.0
749,0.0,12715254.816060832,749.0,749,10243.47862604106,8232.023757961493,8243.47862604106,2,2,7232.023757961493,11.461281849862534,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,160557.20493751412,604296.2826370208,18558.829680913626,0.006100098426787008,0.004097311475404882,37.597775406913385,28.6318059334047,10884531.03686352,2079566.393649023,12971356.24331095,9543343995.50453,9543343995.50453,0.0
750,0.0,12715254.816060832,750.0,750,10254.946232834869,8243.47862604106,8254.946232834869,2,2,7243.47862604106,11.473931737753587,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,160917.20251143572,605840.3155682948,17921.317350870766,0.006100098426787008,0.004097311475396927,37.6676512296646,28.67877287432814,10911159.423886146,2053046.4281718924,12971356.24331095,9556315351.74784,9556315351.74784,0.0
751,0.0,12715254.816060832,751.0,751,10266.426404857342,8254.946232834869,8266.426404857342,2,2,7254.946232834869,11.486412307193785,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,161272.60916522058,607386.3095018925,17187.877189802784,0.006099971612723951,0.00409731147540886,37.737604245058726,28.725787912420174,10936523.331436826,2027785.8937104282,12971356.24331095,9569286707.991152,9569286707.991152,0.0
752,0.0,12715254.816060832,752.0,752,10277.918973902424,8266.426404857342,8277.918973902424,2,2,7266.426404857342,11.4987257829717,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,161623.64292129473,608933.7242115141,16444.961112853565,0.006099971612723951,0.004101794310718056,37.807632968505,28.772857578450466,10961613.323245926,2002797.6948321166,12971356.24331095,9582258064.234463,9582258064.234463,0.0
753,0.0,12715254.816060832,753.0,753,10289.423774995214,8277.918973902424,8289.423774995214,2,2,7277.918973902424,11.510876402607364,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,161970.35092417322,610482.890380311,15663.177042206964,0.006099971612723951,0.004100672682523312,37.877737313437265,28.819976879492984,10986097.63639078,1978412.4724312383,12971356.243310949,9595229420.477774,9595229420.477774,0.0
754,0.0,12715254.816060832,754.0,754,10300.940643514683,8289.423774995214,8300.940643514683,2,2,7289.4237749952135,11.522860636331002,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,162312.83755622624,612033.634758377,14952.757695582623,0.006099971612723951,0.00409731147540886,37.947916273513314,28.867147379721686,11011243.279586667,1953367.6003185776,12971356.243310949,9608200776.721085,9608200776.721085,0.0
755,0.0,12715254.816060832,755.0,755,10312.469411907008,8300.940643514683,8312.469411907008,2,2,7300.940643514683,11.534676148320685,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,162650.98862427546,613586.2145738951,14296.780969934445,0.006099971612723951,0.004097311475396927,38.01816884454956,28.914364258447566,11036855.906866778,1927856.7509091834,12971356.24331095,9621172132.964396,9621172132.964396,0.0
756,0.0,12715254.816060832,756.0,756,10324.009908827382,8312.469411907008,8324.009908827382,2,2,7312.469411907008,11.546317692425427,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,162984.7234621317,615140.124444905,13737.423837072141,0.006099971612723951,0.004097311475404882,38.08849400447241,28.96163399197054,11063413.09771191,1901403.9778822914,12971356.24331095,9634143489.207706,9634143489.207706,0.0
757,0.0,12715254.816060832,757.0,757,10335.561958580955,8324.009908827382,8335.561958580955,2,2,7324.009908827382,11.557781814718215,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,163313.87901166014,616695.660178545,13249.41465213983,0.006099971612723951,0.004099999999994737,38.15889070808342,29.008951146189144,11090622.878195358,1874300.2442685012,12971356.24331095,9647114845.451017,9647114845.451017,0.0
758,0.0,12715254.816060832,758.0,758,10347.125381815478,8335.561958580955,8347.125381815478,2,2,7335.5619585809545,11.569064654329345,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,163638.34258387308,618252.9458725693,12838.766246006262,0.006099971612723951,0.00409731147540886,38.22935788364899,29.056312808126158,11118553.026763448,1846477.9976812608,12971356.24331095,9660086201.694328,9660086201.694328,0.0
759,0.0,12715254.816060832,759.0,759,10358.699993374408,8347.125381815478,8358.699993374408,2,2,7347.125381815478,11.58015846352932,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,163957.9897956644,619811.5530286198,12561.68127843989,0.006099999999994532,0.004097311475396927,38.29989472907101,29.103724533331725,11147843.825682633,1817299.128247074,12971356.243310949,9673057557.93764,9673057557.93764,0.0
760,0.0,12715254.816060832,760.0,760,10370.285601119445,8358.699993374408,8370.285601119445,2,2,7358.699993374408,11.591057026543202,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,164272.58579955096,621371.8773887528,12396.806501139969,0.006099999999994532,0.004100672682523312,38.37049985958043,29.151179065395166,11178246.488586534,1787011.5557823747,12971356.24331095,9686028914.18095,9686028914.18095,0.0
761,0.0,12715254.816060832,761.0,761,10381.882009440218,8370.285601119445,8381.882009440218,2,2,7370.285601119445,11.601759615002742,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,164581.93866590626,622933.5530197426,12266.996257598068,0.006100000000000427,0.004097311475402751,38.44117206682512,29.198680625331097,11208859.183403768,1756514.041285792,12971356.24331095,9699000270.424261,9699000270.424261,0.0
762,0.0,12715254.816060832,762.0,762,10393.489051350602,8381.882009440218,8393.489051350602,2,2,7381.882009440218,11.612324205762723,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,164886.012051278,623594.7753694667,12237.56703461085,0.006100000000000427,0.006416842105261188,38.51191015758184,29.259608132152138,11230000.04287119,1735455.6990464847,12971356.24331095,9711971626.667572,9711971626.667572,0.0
763,0.0,12715254.816060832,763.0,763,10405.106620488785,8393.489051350602,8405.106620488785,2,2,7393.489051350602,11.62281407060489,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,165186.439988185,623359.8754634716,12221.463238868759,0.006100000000000427,0.006400646138309228,38.58271311323518,29.333896307633893,11240759.49483621,1724743.2704365808,12971356.243310949,9724942982.910883,9724942982.910883,0.0
764,0.0,12715254.816060832,764.0,764,10416.734642203259,8405.106620488785,8416.734642203259,2,2,7405.106620488785,11.633229358343598,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,165485.01347681752,623125.0518568462,12213.997632585993,0.006100000000000427,0.006399668479688188,38.653580284978105,29.40824756714826,11251527.522183727,1714022.0614511487,12971356.243310949,9737914339.154194,9737914339.154194,0.0
765,0.0,12715254.816060832,765.0,765,10428.373042153431,8416.734642203259,8428.373042153431,2,2,7416.734642203259,11.643570542002303,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,165781.73099718857,622890.0574847225,12210.74184809641,0.006100000000000427,0.006400138828627577,38.7245112174364,29.48266512103291,11262250.196051477,1703345.8220461619,12971356.24331095,9750885695.397505,9750885695.397505,0.0
766,0.0,12715254.816060832,766.0,766,10440.021746594874,8428.373042153431,8440.021746594874,2,2,7428.373042153431,11.6538383408819,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,166076.60033406515,622654.6240559674,12208.359676431337,0.006100000000000427,0.006400138828627577,38.79550545713246,29.557152496457103,11272886.251226418,1692755.6826353853,12971356.24331095,9763857051.640816,9763857051.640816,0.0
767,0.0,12715254.816060832,767.0,767,10451.680682520702,8440.021746594874,8451.680682520702,2,2,7440.021746594874,11.664033510776207,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,166369.63639237607,622418.9821774495,12205.975395621792,0.006100000000000427,0.006400138828627577,38.86656255422526,29.631705822055984,11283428.997599376,1682258.315639673,12971356.24331095,9776828407.884127,9776828407.884127,0.0
