fric_brake.history.i,fric_brake.history.force_newtons,fric_brake.history.force_max_curr_newtons,history.time_seconds,history.i,history.offset_meters,history.offset_back_meters,history.total_dist_meters,history.link_idx_front,history.link_idx_back,history.offset_in_link_meters,history.speed_meters_per_second,history.speed_limit_meters_per_second,history.speed_target_meters_per_second,history.dt_seconds,history.length_meters,history.mass_static_kilograms,history.mass_rot_kilograms,history.mass_freight_kilograms,history.weight_static_newtons,history.res_rolling_newtons,history.res_bearing_newtons,history.res_davis_b_newtons,history.res_aero_newtons,history.res_grade_newtons,history.res_curve_newtons,history.grade_front,history.grade_back,history.elev_front_meters,history.elev_back_meters,history.pwr_res_watts,history.pwr_accel_watts,history.pwr_whl_out_watts,history.energy_whl_out_joules,history.energy_whl_out_pos_joules,history.energy_whl_out_neg_joules
1079,0.0,12715254.816060832,1079.0,1079,14925.90210081891,12908.25338137478,12925.90210081891,2,2,11908.25338137478,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-43393.97024789808,26204.280285849483,-0.004799999999997613,-0.002099999999998329,37.66631456939706,38.31015273910941,9374430.705111897,0.0,9374430.705111897,13568237077.603256,13568237077.603256,0.0
1080,0.0,12715254.816060832,1080.0,1080,14943.55082026304,12925.90210081891,12943.55082026304,2,2,11925.90210081891,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-46605.35656353604,25962.476505450188,-0.004799337016571103,-0.0021005907172986036,37.581603590828294,38.27308923496827,9313486.32191968,0.0,9313486.32191968,13577550563.925177,13577550563.925177,0.0
1081,0.0,12715254.816060832,1081.0,1081,14961.199539707171,12943.55082026304,12961.199539707171,2,2,11943.55082026304,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-49817.230244995786,25802.999384225346,-0.004800108609591352,-0.002098622950821303,37.49688617156165,38.23602652119653,9253986.297455354,0.0,9253986.297455354,13586804550.222631,13586804550.222631,0.0
1082,0.0,12715254.816060832,1082.0,1082,14978.848259151302,12961.199539707171,12978.848259151302,2,2,11961.199539707171,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-53028.80764256623,25704.08637247367,-0.004799878864348848,-0.0020999999999964493,37.412173887458174,38.19896454661138,9195560.38099874,0.0,9195560.38099874,13596000110.60363,13596000110.60363,0.0
1083,0.0,12715254.816060832,1083.0,1083,14996.496978595433,12978.848259151302,12996.496978595433,2,2,11978.848259151302,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-56240.567921689915,25631.4449083253,-0.00480004256262509,-0.0020999999999989556,37.32745939368589,38.16190307577875,9137594.896089915,0.0,9137594.896089915,13605137705.49972,13605137705.49972,0.0
1084,0.0,12715254.816060832,1084.0,1084,15014.145698039563,12996.496978595433,13014.145698039563,2,2,11996.496978595433,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-59452.27968880377,25568.365451124697,-0.00480004256262509,-0.0021000903614437415,37.24274478917824,38.12484077443602,9079799.024533885,0.0,9079799.024533885,13614217504.524254,13614217504.524254,0.0
1085,0.0,12715254.816060832,1085.0,1085,15031.794417483694,13014.145698039563,13031.794417483694,2,2,12014.145698039563,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-63173.34187296379,25525.609859626456,-0.0047999261822333885,0.0,37.15803101791905,38.09533655999657,9013372.460572457,0.0,9013372.460572457,13623230876.984827,13623230876.984827,0.0
1086,0.0,12715254.816060832,1086.0,1086,15049.443136927825,13031.794417483694,13049.443136927825,2,2,12031.794417483694,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-68882.87273150096,25475.382992808438,-0.0047999261822333885,0.0,37.073318467376275,38.09533655999657,8911720.112411495,0.0,8911720.112411495,13632142597.097239,13632142597.097239,0.0
1087,0.0,12715254.816060832,1087.0,1087,15067.091856371955,13049.443136927825,13067.091856371955,2,2,12049.443136927825,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-74592.37504882211,25424.063608083536,-0.004799803157719199,0.0,36.98860634030073,38.09533655999657,8810048.98642442,0.0,8810048.98642442,13640952646.083662,13640952646.083662,0.0
1088,0.0,12715254.816060832,1088.0,1088,15084.740575816086,13067.091856371955,13084.740575816086,2,2,12067.091856371955,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-80301.97467761753,25290.74414784027,-0.0047999999999957035,0.0,36.903892769410724,38.09533655999657,8706928.946687216,0.0,8706928.946687216,13649659575.03035,13649659575.03035,0.0
1089,0.0,12715254.816060832,1089.0,1089,15102.389295260216,13084.740575816086,13102.389295260216,2,2,12084.740575816086,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-86011.61110151306,25093.209159532205,-0.004800787530763293,0.0,36.81917865259027,38.09533655999657,8602674.935724841,0.0,8602674.935724841,13658262249.966074,13658262249.966074,0.0
1090,0.0,12715254.816060832,1090.0,1090,15120.038014704347,13102.389295260216,13120.038014704347,2,2,12102.389295260216,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-91721.38463785514,24947.564169378744,-0.00480210065645145,0.0,36.73446250142665,38.09533655999657,8499334.296922753,0.0,8499334.296922753,13666761584.262997,13666761584.262997,0.0
1091,0.0,12715254.816060832,1091.0,1091,15137.686734148478,13120.038014704347,13137.686734148478,2,2,12120.038014704347,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-98759.88611126636,24955.781392024153,-0.005996065573777435,0.0,36.63003195772966,38.09533655999657,8375258.782568491,0.0,8375258.782568491,13675136843.045565,13675136843.045565,0.0
1092,0.0,12715254.816060832,1092.0,1092,15155.335453592608,13137.686734148478,13155.335453592608,2,2,12137.686734148478,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-105896.9017563797,24938.970200193075,-0.005999999999997016,0.0,36.52413975510548,38.09533655999657,8249002.89977136,0.0,8249002.89977136,13683385845.945335,13683385845.945335,0.0
1093,0.0,12715254.816060832,1093.0,1093,15172.984173036739,13155.335453592608,13172.984173036739,2,2,12155.335453592608,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-113035.20579302007,24920.743138245816,-0.00600043747721263,0.0019999999999970345,36.418247343747,38.09535546718178,8122699.290219185,0.0,8122699.290219185,13691508545.235554,13691508545.235554,0.0
1094,0.0,12715254.816060832,1094.0,1094,15190.63289248087,13172.984173036739,13190.63289248087,2,2,12172.984173036739,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-122551.07989700895,24911.003011807625,-0.005999536858349821,0.0020001280409716916,36.31235669051671,38.130652240023025,7954584.397133351,0.0,7954584.397133351,13699463129.632687,13699463129.632687,0.0
1095,0.0,12715254.816060832,1095.0,1095,15208.281611925,13190.63289248087,13208.281611925,2,2,12190.63289248087,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-132067.1364926947,24909.431833122642,-0.0059960655737684955,0.0019998456194510995,36.206464622393014,38.16595030560788,7786610.454769809,0.0,7786610.454769809,13707249740.087456,13707249740.087456,0.0
1096,0.0,12715254.816060832,1096.0,1096,15225.93033136913,13208.281611925,13225.93033136913,2,2,12208.281611925,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-141583.10640359306,24909.431833122642,-0.006000694846548927,0.001999781301256081,36.100571670649785,38.201246201427345,7618665.771573567,0.0,7618665.771573567,13714868405.85903,13714868405.85903,0.0
1097,0.0,12715254.816060832,1097.0,1097,15243.579050813261,13225.93033136913,13243.579050813261,2,2,12225.93033136913,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-151099.1883538354,24909.431833122642,-0.0059999999999946286,0.002000093742674398,35.99467937178145,38.23654441245419,7450719.111026377,0.0,7450719.111026377,13722319124.970057,13722319124.970057,0.0
1098,0.0,12715254.816060832,1098.0,1098,15261.227770257392,13243.579050813261,13261.227770257392,2,2,12243.579050813261,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-160615.33332738292,24909.431833122642,-0.005999965565726307,0.0020008752735217613,35.88878472044032,38.27184120608767,7282771.338198555,0.0,7282771.338198555,13729601896.308254,13729601896.308254,0.0
1099,0.0,12715254.816060832,1099.0,1099,15278.876489701523,13261.227770257392,13278.876489701523,2,2,12261.227770257392,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-170131.40273441703,24909.431833122642,-0.005999965565726307,0.001999625117148028,35.78289301149638,38.30713982093479,7114824.899022928,0.0,7114824.899022928,13736716721.207277,13736716721.207277,0.0
1100,0.0,12715254.816060832,1100.0,1100,15296.525209145653,13278.876489701523,13296.525209145653,2,2,12278.876489701523,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-179647.33926023936,24909.431833122642,-0.005999965565726307,0.0019998456194510995,35.677001302552426,38.342436464217755,6946880.805030526,0.0,6946880.805030526,13743663602.012308,13743663602.012308,0.0
1101,0.0,12715254.816060832,1101.0,1101,15314.173928589784,13296.525209145653,13314.173928589784,2,2,12296.525209145653,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-189163.29583340688,24909.431833122642,-0.005999965565726307,0.0020000019764115444,35.571109593608476,38.377733404944024,6778936.357228154,0.0,6778936.357228154,13750442538.369535,13750442538.369535,0.0
1102,0.0,12715254.816060832,1102.0,1102,15331.822648033914,13314.173928589784,13331.822648033914,2,2,12314.173928589784,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-198679.28833308216,24909.431833122642,-0.005999965565726307,0.0020000019764115444,35.46521788466453,38.413030878713414,6610991.275368926,0.0,6610991.275368926,13757053529.644905,13757053529.644905,0.0
1103,0.0,12715254.816060832,1103.0,1103,15349.471367478045,13331.822648033914,13349.471367478045,2,2,12331.822648033914,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-208195.28083275844,24909.431833122642,-0.005999965565726307,0.0020000019764115444,35.35932617572058,38.44832835248281,6443046.19350968,0.0,6443046.19350968,13763496575.838415,13763496575.838415,0.0
1104,0.0,12715254.816060832,1104.0,1104,15367.120086922176,13349.471367478045,13367.120086922176,2,2,12349.471367478045,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-217711.52349338314,24909.431833122642,-0.00600000000000217,0.0020000019764115444,35.253430755128065,38.4836258262522,6275096.696630039,0.0,6275096.696630039,13769771672.535046,13769771672.535046,0.0
1105,0.0,12715254.816060832,1105.0,1105,15384.768806366306,13367.120086922176,13384.768806366306,2,2,12367.120086922176,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-227227.55695276425,24909.431833122642,-0.00600000000000217,0.0020000019764115444,35.14753843846324,38.5189233000216,6107150.8918844545,0.0,6107150.8918844545,13775878823.42693,13775878823.42693,0.0
1106,0.0,12715254.816060832,1106.0,1106,15402.417525810437,13384.768806366306,13402.417525810437,2,2,12384.768806366306,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-236743.59041214533,24909.431833122642,-0.00600000000000217,0.0020000019764115444,35.04164612179842,38.554220773790995,5939205.08713887,0.0,5939205.08713887,13781818028.514069,13781818028.514069,0.0
1107,0.0,12715254.816060832,1107.0,1107,15420.066245254568,13402.417525810437,13420.066245254568,2,2,12402.417525810437,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-246259.62387152595,24909.431833122642,-0.00600000000000217,0.0020000019764115444,34.9357538051336,38.589518247560385,5771259.282393293,0.0,5771259.282393293,13787589287.796461,13787589287.796461,0.0
1108,0.0,12715254.816060832,1108.0,1108,15437.714964698698,13420.066245254568,13437.714964698698,2,2,12420.066245254568,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-255775.64174871665,24909.795417588208,-0.005999855526128572,0.0020000019764115444,34.8298617196624,38.62481572132978,5603320.169453643,0.0,5603320.169453643,13793192607.965916,13793192607.965916,0.0
1109,0.0,12715254.816060832,1109.0,1109,15455.363684142829,13437.714964698698,13455.363684142829,2,2,12437.714964698698,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-265291.5033558628,24913.80530307816,-0.005999855526128572,0.0020000019764115444,34.72397195277644,38.66011319509917,5435448.167023954,0.0,5435448.167023954,13798628056.13294,13798628056.13294,0.0
1110,0.0,12715254.816060832,1110.0,1110,15473.01240358696,13455.363684142829,13473.01240358696,2,2,12455.363684142829,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-274807.42573064833,24916.980507457876,-0.006000100950612948,0.0020000019764115444,34.61808128427845,38.69541066886857,5267560.361070506,0.0,5267560.361070506,13803895616.49401,13803895616.49401,0.0
1111,0.0,12715254.816060832,1111.0,1111,15490.66112303109,13473.01240358696,13490.66112303109,2,2,12473.01240358696,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-284323.57927117374,24916.980507457876,-0.006000100950612948,0.0020000019764115444,34.51218718596462,38.730708142637965,5099612.437046495,0.0,5099612.437046495,13808995228.931057,13808995228.931057,0.0
1112,0.0,12715254.816060832,1112.0,1112,15508.30984247522,13490.66112303109,13508.30984247522,2,2,12490.66112303109,17.648719444131455,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,381559.69007163803,-293839.74616223766,24919.834665372662,-0.006000135761958443,0.0019986885245904013,34.40629400692712,38.7660067337662,4931714.649634863,0.0,4931714.649634863,13813926943.580692,13813926943.580692,0.0
